postcode,sa2_code,sa2_name,ratio
2481,112011240.0,Byron Bay,0.8038389
2481,112011242.0,Lennox Head - Skennars Head,0.0019515
2481,112011243.0,Mullumbimby,0.0873476
2482,112011243.0,Mullumbimby,1.0
2483,112011239.0,Brunswick Heads - Ocean Shores,0.7549082
2483,112011243.0,Mullumbimby,0.0645615
2483,112031253.0,Pottsville,0.1805303
2484,112031251.0,Murwillumbah,0.458545
2484,112031252.0,Murwillumbah Region,0.5060581
2484,112031253.0,Pottsville,0.0247667
2484,112031254.0,Tweed Heads,0.0106302
2485,112031254.0,Tweed Heads,1.0
2486,112031254.0,Tweed Heads,0.1526273
2486,112031255.0,Tweed Heads - South,0.8473727
2487,112031250.0,Kingscliff - Fingal Head,0.9755422
2487,112031252.0,Murwillumbah Region,0.0008036
2487,112031253.0,Pottsville,0.0236542
2488,112031252.0,Murwillumbah Region,0.0013796
2488,112031253.0,Pottsville,0.9986204
2489,112031253.0,Pottsville,1.0
2490,112031252.0,Murwillumbah Region,0.6502699
2490,112031255.0,Tweed Heads - South,0.3497301
2500,107041144.0,Balgownie - Fairy Meadow,0.0076768
2500,107041146.0,Figtree - Keiraville,0.2397031
2500,107041149.0,Wollongong,0.7525493
2502,107011130.0,Berkeley - Warrawong - Windang,1.0
2505,107011130.0,Berkeley - Warrawong - Windang,0.9943134
2505,107011133.0,Port Kembla Industrial,0.0056866
2506,107011130.0,Berkeley - Warrawong - Windang,1.0
2508,107041147.0,Helensburgh,0.9750922
2508,107041148.0,Thirroul - Austinmer - Coalcliff,0.0249077
2515,107041148.0,Thirroul - Austinmer - Coalcliff,1.0
2516,107041150.0,Woonona - Bulli - Russell Vale,0.9999999
2517,107041145.0,Corrimal - Tarrawanna - Bellambi,0.0002316
2517,107041150.0,Woonona - Bulli - Russell Vale,0.9997684
2518,107041144.0,Balgownie - Fairy Meadow,0.1909039
2518,107041145.0,Corrimal - Tarrawanna - Bellambi,0.8066824
2518,107041150.0,Woonona - Bulli - Russell Vale,0.0024137
2519,107041144.0,Balgownie - Fairy Meadow,0.9982757
2519,107041149.0,Wollongong,0.0017243
2522,107041146.0,Figtree - Keiraville,1.0
2525,107041146.0,Figtree - Keiraville,0.9991869
2525,107041149.0,Wollongong,0.0008131
2526,107011130.0,Berkeley - Warrawong - Windang,0.0085833
2526,107011132.0,Horsley - Kembla Grange,0.0120923
2526,107011134.0,Unanderra - Mount Kembla,0.9600807
2526,107041146.0,Figtree - Keiraville,0.0191804
2527,107031136.0,Albion Park - Macquarie Pass,0.6571062
2527,107031137.0,Albion Park Rail,0.3378215
2527,107031140.0,Kiama Hinterland - Gerringong,0.0016066
2527,107031141.0,Shellharbour - Flinders,0.0033787
2528,107011130.0,Berkeley - Warrawong - Windang,0.1101178
2528,107031141.0,Shellharbour - Flinders,0.0269351
2528,107031143.0,Warilla,0.8629471
2529,107031141.0,Shellharbour - Flinders,0.5738273
2529,107031142.0,Shellharbour - Oak Flats,0.4261726
2530,107011131.0,Dapto - Avondale,0.7570012
2530,107011132.0,Horsley - Kembla Grange,0.2429988
2533,107031138.0,Kiama,0.4838275
2533,107031139.0,Kiama Downs - Minnamurra,0.3874398
2533,107031140.0,Kiama Hinterland - Gerringong,0.1284837
2533,114021288.0,Robertson - Fitzroy Falls,0.0001705
2534,107031140.0,Kiama Hinterland - Gerringong,1.0
2535,107031140.0,Kiama Hinterland - Gerringong,0.0115046
2535,114011272.0,Berry - Kangaroo Valley,0.9884954
2536,101041017.0,Batemans Bay,0.4317847
2536,101041018.0,Batemans Bay - South,0.4730267
2536,101041024.0,Eurobodalla Hinterland,0.0949914
2536,114011283.0,Ulladulla Region,0.0001972
2537,101041021.0,Broulee - Tomakin,0.2576186
2537,101041022.0,Deua - Wadbilliga,0.000854
2537,101041024.0,Eurobodalla Hinterland,0.0474997
2537,101041026.0,Moruya - Tuross Head,0.6940278
2538,114011282.0,Ulladulla,0.685924
2538,114011283.0,Ulladulla Region,0.3140755
2539,101041024.0,Eurobodalla Hinterland,0.0008983
2539,114011275.0,Ettrema - Sassafras - Budawang,0.0005993
2539,114011282.0,Ulladulla,0.760554
2539,114011283.0,Ulladulla Region,0.2379485
2540,114011272.0,Berry - Kangaroo Valley,0.0021262
2540,114011273.0,Callala Bay - Currarong,0.0837117
2540,114011274.0,Culburra Beach,0.1136841
2540,114011275.0,Ettrema - Sassafras - Budawang,0.0002138
2540,114011276.0,Huskisson - Vincentia,0.0906141
2540,114011277.0,North Nowra - Bomaderry,0.0634839
2540,114011278.0,Nowra,0.1617657
2540,114011279.0,St Georges Basin - Erowal Bay,0.2992312
2540,114011280.0,Sussex Inlet - Berrara,0.0979964
2540,114011281.0,Tomerong - Wandandian - Woollamia,0.0781779
2540,901031003.0,Jervis Bay,0.008995
2541,114011277.0,North Nowra - Bomaderry,0.5264597
2541,114011278.0,Nowra,0.4735035
2545,101041022.0,Deua - Wadbilliga,0.0146754
2545,101041024.0,Eurobodalla Hinterland,0.9853245
2546,101041020.0,Bega-Eden Hinterland,0.0079242
2546,101041022.0,Deua - Wadbilliga,0.0008051
2546,101041027.0,Narooma - Bermagui,0.9912705
2548,101041020.0,Bega-Eden Hinterland,0.0073527
2548,101041025.0,Merimbula - Tura Beach,0.9926473
2549,101041020.0,Bega-Eden Hinterland,0.2303906
2549,101041025.0,Merimbula - Tura Beach,0.7696094
2550,101041019.0,Bega - Tathra,0.5114837
2550,101041020.0,Bega-Eden Hinterland,0.4792508
2550,101041022.0,Deua - Wadbilliga,0.0017025
2550,101041025.0,Merimbula - Tura Beach,0.007563
2551,101041020.0,Bega-Eden Hinterland,0.0710171
2551,101041023.0,Eden,0.9289829
2555,124031463.0,Mulgoa - Luddenham - Orchard Hills,0.084338
2555,127011505.0,Badgerys Creek - Greendale,0.915662
2556,127011505.0,Badgerys Creek - Greendale,0.7842059
2556,127011506.0,Cobbitty - Leppington,0.2157941
2557,127011505.0,Badgerys Creek - Greendale,0.4145078
2557,127011506.0,Cobbitty - Leppington,0.5854922
2558,123021438.0,Claymore - Eagle Vale - Raby,1.0
2559,123021437.0,Campbelltown - Woodbine,0.0046286
2559,123021438.0,Claymore - Eagle Vale - Raby,0.9953714
2560,107021135.0,Illawarra Catchment Reserve,0.0001389
2560,123021436.0,Bradbury - Wedderburn,0.2654748
2560,123021437.0,Campbelltown - Woodbine,0.2181426
2560,123021441.0,Leumeah - Minto Heights,0.2160052
2560,123021444.0,Rosemeadow - Glen Alpine,0.2751561
2560,123031446.0,Douglas Park - Appin,0.0250408
2563,123021444.0,Rosemeadow - Glen Alpine,1.0
2564,123021442.0,Macquarie Fields - Glenfield,1.0
2565,123021440.0,Ingleburn - Denham Court,0.9999798
2566,123021438.0,Claymore - Eagle Vale - Raby,0.2529741
2566,123021441.0,Leumeah - Minto Heights,0.0166577
2566,123021443.0,Minto - St Andrews,0.7303623
2567,123011434.0,Elderslie - Harrington Park,0.329019
2567,123011435.0,Mount Annan - Currans Hill,0.670981
2568,123021444.0,Rosemeadow - Glen Alpine,0.002723
2568,123031446.0,Douglas Park - Appin,0.997277
2569,123031446.0,Douglas Park - Appin,1.0
2570,123011433.0,Camden - Ellis Lane,0.4269217
2570,123011434.0,Elderslie - Harrington Park,0.1739633
2570,123011435.0,Mount Annan - Currans Hill,0.046376
2570,123031446.0,Douglas Park - Appin,0.0089023
2570,123031448.0,The Oaks - Oakdale,0.3012169
2570,127011506.0,Cobbitty - Leppington,0.0426198
2571,114021285.0,Hill Top - Colo Vale,0.0336662
2571,123031446.0,Douglas Park - Appin,0.2734289
2571,123031447.0,Picton - Tahmoor - Buxton,0.6929048
2572,123031447.0,Picton - Tahmoor - Buxton,1.0
2573,123031447.0,Picton - Tahmoor - Buxton,1.0
2574,123031445.0,Bargo,0.9999985
2575,114021284.0,Bowral,0.0068217
2575,114021285.0,Hill Top - Colo Vale,0.3736619
2575,114021286.0,Mittagong,0.5616184
2575,114021289.0,Southern Highlands,0.0578978
2576,114021284.0,Bowral,0.9545553
2576,114021286.0,Mittagong,0.0055409
2576,114021288.0,Robertson - Fitzroy Falls,0.0399037
2577,107031136.0,Albion Park - Macquarie Pass,0.0001405
2577,114011272.0,Berry - Kangaroo Valley,0.0869129
2577,114011277.0,North Nowra - Bomaderry,0.000685
2577,114021287.0,Moss Vale - Berrima,0.6273458
2577,114021288.0,Robertson - Fitzroy Falls,0.2015789
2577,114021289.0,Southern Highlands,0.083336
2578,114021289.0,Southern Highlands,1.0
2579,101011002.0,Goulburn Region,0.5658275
2579,114021289.0,Southern Highlands,0.4341725
2580,101011001.0,Goulburn,0.7902333
2580,101011002.0,Goulburn Region,0.1822945
2580,101021007.0,Braidwood,0.006952
2580,101021011.0,Queanbeyan Region,0.0197846
2580,103011061.0,Oberon,0.0007357
2581,101011002.0,Goulburn Region,0.3163529
2581,101011004.0,Yass Region,0.6694207
2581,101021011.0,Queanbeyan Region,0.0142264
2582,101011003.0,Yass,0.5425756
2582,101011004.0,Yass Region,0.4574244
2583,101011002.0,Goulburn Region,0.9784508
2583,101011006.0,Young Region,0.0200773
2583,103011060.0,Bathurst Region,0.0014719
2584,101011004.0,Yass Region,1.0
2585,101011006.0,Young Region,1.0
2586,101011004.0,Yass Region,0.0937005
2586,101011006.0,Young Region,0.9062995
2587,101011005.0,Young,0.0013074
2587,101011006.0,Young Region,0.9986926
2588,113031263.0,Cootamundra,1.0
2590,113031263.0,Cootamundra,0.9492253
2590,113031265.0,Junee,0.0507747
2594,101011005.0,Young,0.8929402
2594,101011006.0,Young Region,0.1003671
2594,103021066.0,Grenfell,0.0045198
2594,113031263.0,Cootamundra,0.002173
2600,801031030.0,ACT - East,0.002048
2600,801051052.0,Campbell,0.0001456
2600,801051059.0,Reid,0.0001452
2600,801061062.0,Deakin,0.4029759
2600,801061065.0,Kingston - Barton,0.171564
2600,801061068.0,Parkes (ACT),0.0001465
2600,801061070.0,Yarralumla,0.4229735
2601,801051049.0,Acton,0.4113015
2601,801051053.0,Civic,0.5886971
2602,801051050.0,Ainslie,0.1778429
2602,801051054.0,Dickson,0.0749832
2602,801051055.0,Downer,0.1245038
2602,801051056.0,Hackett,0.1019849
2602,801051057.0,Lyneham,0.1571801
2602,801051058.0,O'Connor (ACT),0.1839716
2602,801051061.0,Watson,0.179448
2603,801061063.0,Forrest,0.1705134
2603,801061064.0,Griffith (ACT),0.4522688
2603,801061069.0,Red Hill (ACT),0.3772177
2604,801061065.0,Kingston - Barton,0.344397
2604,801061067.0,Narrabundah,0.655603
2605,801021027.0,ACT - South West,0.0009696
2605,801091100.0,Curtin,0.4559269
2605,801091102.0,Garran,0.2820335
2605,801091103.0,Hughes,0.2602645
2605,801091107.0,O'Malley,0.0007834
2606,801091099.0,Chifley,0.3043163
2606,801091104.0,Isaacs,0.0011624
2606,801091105.0,Lyons (ACT),0.3345423
2606,801091107.0,O'Malley,0.1053686
2606,801091109.0,Phillip,0.2546102
2607,801031030.0,ACT - East,0.0001156
2607,801091101.0,Farrer,0.249738
2607,801091104.0,Isaacs,0.1741862
2607,801091106.0,Mawson,0.2171094
2607,801091108.0,Pearce,0.1890882
2607,801091110.0,Torrens,0.1697623
2609,801031030.0,ACT - East,0.687066
2609,801031033.0,Majura,0.2653851
2609,801041041.0,Gungahlin - East,0.000657
2609,801051052.0,Campbell,0.0447328
2609,801061067.0,Narrabundah,0.0021591
2611,101011004.0,Yass Region,0.0010005
2611,113021262.0,Tumut Region,0.0014356
2611,801021027.0,ACT - South West,0.0082309
2611,801081091.0,Chapman,0.1183386
2611,801081092.0,Duffy,0.1410409
2611,801081093.0,Fisher,0.1311688
2611,801081094.0,Holder,0.1179906
2611,801081095.0,Rivett,0.1356485
2611,801081096.0,Stirling,0.0906348
2611,801081097.0,Waramanga,0.1129894
2611,801081098.0,Weston,0.1415214
2612,801051050.0,Ainslie,0.0016375
2612,801051051.0,Braddon,0.3109835
2612,801051052.0,Campbell,0.3335392
2612,801051053.0,Civic,0.0007581
2612,801051059.0,Reid,0.1077329
2612,801051060.0,Turner,0.2453488
2614,801011001.0,Aranda,0.1297098
2614,801011005.0,Cook,0.1517726
2614,801011008.0,Florey,0.0005385
2614,801011013.0,Hawker,0.1504656
2614,801011020.0,Macquarie,0.1334744
2614,801011023.0,Page,0.1506222
2614,801011024.0,Scullin,0.146963
2614,801011026.0,Weetangera,0.1364538
2615,801011004.0,Charnwood,0.0702521
2615,801011006.0,Dunlop,0.1627281
2615,801011008.0,Florey,0.1152009
2615,801011009.0,Flynn (ACT),0.0813758
2615,801011010.0,Fraser,0.0485964
2615,801011014.0,Higgins,0.0707772
2615,801011015.0,Holt,0.110172
2615,801011017.0,Latham,0.0824748
2615,801011019.0,Macgregor (ACT),0.1260348
2615,801011022.0,Melba,0.0732496
2615,801011025.0,Spence,0.0585311
2615,801021028.0,Molonglo,0.0005377
2617,801011002.0,Belconnen,0.1496109
2617,801011003.0,Bruce,0.2154275
2617,801011007.0,Evatt,0.1825528
2617,801011011.0,Giralang,0.1113391
2617,801011016.0,Kaleen,0.246618
2617,801011021.0,McKellar,0.0942433
2617,801021028.0,Molonglo,0.0001525
2618,101011004.0,Yass Region,0.7589782
2618,801021028.0,Molonglo,0.0021583
2618,801041043.0,Hall,0.2388631
2619,101021011.0,Queanbeyan Region,0.0002123
2619,101021012.0,Queanbeyan West - Jerrabomberra,0.9997877
2620,101011004.0,Yass Region,0.0466669
2620,101021008.0,Karabar,0.2339618
2620,101021009.0,Queanbeyan,0.278361
2620,101021010.0,Queanbeyan - East,0.126286
2620,101021011.0,Queanbeyan Region,0.2040538
2620,101021012.0,Queanbeyan West - Jerrabomberra,0.0856956
2620,801021027.0,ACT - South West,0.007665
2620,801021029.0,Namadgi,0.0008708
2620,801031030.0,ACT - East,0.0071384
2620,801031031.0,Hume,0.0083248
2620,801031032.0,Kowen,0.0009522
2621,101011004.0,Yass Region,0.0137312
2621,101021011.0,Queanbeyan Region,0.9862688
2622,101021007.0,Braidwood,0.9450146
2622,101021011.0,Queanbeyan Region,0.0467905
2622,101041022.0,Deua - Wadbilliga,0.0001576
2622,101041024.0,Eurobodalla Hinterland,0.0029519
2622,114011275.0,Ettrema - Sassafras - Budawang,0.0050853
2623,101021011.0,Queanbeyan Region,1.0
2624,113021260.0,Tumbarumba,1.0
2625,101031016.0,Jindabyne - Berridale,1.0
2626,101031015.0,Cooma Region,1.0
2627,101031015.0,Cooma Region,0.0027189
2627,101031016.0,Jindabyne - Berridale,0.9972809
2628,101031016.0,Jindabyne - Berridale,0.9999982
2629,101031015.0,Cooma Region,0.9054266
2629,113021262.0,Tumut Region,0.0945715
2630,101031013.0,Bombala,0.0084335
2630,101031014.0,Cooma,0.7784274
2630,101031015.0,Cooma Region,0.20361
2630,101031016.0,Jindabyne - Berridale,0.0095292
2631,101031013.0,Bombala,0.254813
2631,101031015.0,Cooma Region,0.745187
2632,101031013.0,Bombala,0.9816781
2632,101041020.0,Bega-Eden Hinterland,0.0183219
2633,101031013.0,Bombala,0.9999999
2640,109011172.0,Albury - East,0.3765443
2640,109011173.0,Albury - North,0.2644023
2640,109011174.0,Albury - South,0.3105663
2640,109011175.0,Albury Region,0.0475205
2640,113021260.0,Tumbarumba,0.0007857
2641,109011172.0,Albury - East,0.0012593
2641,109011173.0,Albury - North,0.0246957
2641,109011176.0,Lavington,0.974045
2642,109011175.0,Albury Region,0.7242194
2642,109031181.0,Corowa Region,0.0493803
2642,113021260.0,Tumbarumba,0.1342353
2642,113031271.0,Wagga Wagga Region,0.0916065
2642,204031072.0,Towong,0.0005585
2643,109031181.0,Corowa Region,1.0
2644,109011175.0,Albury Region,0.998178
2644,113021260.0,Tumbarumba,0.0016916
2644,113031271.0,Wagga Wagga Region,0.0001303
2645,109031181.0,Corowa Region,0.9611426
2645,113031271.0,Wagga Wagga Region,0.0388574
2646,109031180.0,Corowa,0.8062261
2646,109031181.0,Corowa Region,0.1900359
2646,109031185.0,Tocumwal - Finley - Jerilderie,0.0037379
2647,109031181.0,Corowa Region,0.9962334
2647,109031185.0,Tocumwal - Finley - Jerilderie,0.0037666
2648,105021098.0,Far West,0.0037395
2648,109021178.0,Wentworth - Buronga,0.6999958
2648,109021179.0,Wentworth-Balranald Region,0.2962647
2649,113021260.0,Tumbarumba,0.9389455
2649,113021262.0,Tumut Region,0.0610545
2650,109011175.0,Albury Region,0.0023265
2650,113011259.0,Narrandera,0.0002398
2650,113031265.0,Junee,0.0049762
2650,113031267.0,Wagga Wagga - East,0.2882447
2650,113031268.0,Wagga Wagga - North,0.0539509
2650,113031269.0,Wagga Wagga - South,0.3848368
2650,113031270.0,Wagga Wagga - West,0.2109518
2650,113031271.0,Wagga Wagga Region,0.0544732
2651,113031271.0,Wagga Wagga Region,1.0
2652,113011257.0,Griffith Region,0.1293381
2652,113011259.0,Narrandera,0.0944366
2652,113021260.0,Tumbarumba,0.0535289
2652,113031265.0,Junee,0.0602029
2652,113031267.0,Wagga Wagga - East,0.0651289
2652,113031271.0,Wagga Wagga Region,0.5973138
2653,113021260.0,Tumbarumba,0.9998794
2653,113021262.0,Tumut Region,0.0001206
2655,113031271.0,Wagga Wagga Region,1.0
2656,113031271.0,Wagga Wagga Region,1.0
2658,109011175.0,Albury Region,0.8252365
2658,113031271.0,Wagga Wagga Region,0.1747635
2659,109011175.0,Albury Region,1.0
2660,109011175.0,Albury Region,1.0
2661,113031269.0,Wagga Wagga - South,0.0211537
2661,113031270.0,Wagga Wagga - West,0.976031
2661,113031271.0,Wagga Wagga Region,0.0028152
2663,113031265.0,Junee,0.9945668
2663,113031271.0,Wagga Wagga Region,0.0053826
2665,103021069.0,West Wyalong,0.1402037
2665,113011257.0,Griffith Region,0.0666325
2665,113011259.0,Narrandera,0.2676966
2665,113031266.0,Temora,0.5254672
2666,101011006.0,Young Region,0.0047044
2666,103021069.0,West Wyalong,0.000941
2666,113031265.0,Junee,0.024321
2666,113031266.0,Temora,0.9700335
2668,103021069.0,West Wyalong,0.9250062
2668,113031266.0,Temora,0.0749938
2669,103021062.0,Condobolin,0.2158483
2669,103021069.0,West Wyalong,0.6453022
2669,113011257.0,Griffith Region,0.1388494
2671,103021062.0,Condobolin,0.0257409
2671,103021065.0,Forbes,0.0103041
2671,103021069.0,West Wyalong,0.9639549
2672,103021062.0,Condobolin,0.9330184
2672,105011093.0,Cobar,0.0669816
2675,113011257.0,Griffith Region,1.0
2678,113031268.0,Wagga Wagga - North,1.0
2680,113011256.0,Griffith (NSW),0.7871738
2680,113011257.0,Griffith Region,0.2128262
2681,113011257.0,Griffith Region,1.0
2700,109031185.0,Tocumwal - Finley - Jerilderie,0.0021131
2700,113011259.0,Narrandera,0.9978537
2701,113031271.0,Wagga Wagga Region,1.0
2702,113031271.0,Wagga Wagga Region,1.0
2703,113011258.0,Leeton,1.0
2705,113011257.0,Griffith Region,0.1084609
2705,113011258.0,Leeton,0.8904441
2705,113011259.0,Narrandera,0.001095
2706,113011257.0,Griffith Region,1.0
2707,109031185.0,Tocumwal - Finley - Jerilderie,0.004481
2707,113011257.0,Griffith Region,0.995519
2710,109021177.0,Hay,0.0005123
2710,109031182.0,Deniliquin,0.729388
2710,109031183.0,Deniliquin Region,0.2686655
2710,109031185.0,Tocumwal - Finley - Jerilderie,0.0014341
2711,109021177.0,Hay,0.890383
2711,109021179.0,Wentworth-Balranald Region,0.0366767
2711,109031183.0,Deniliquin Region,0.0027128
2711,113011257.0,Griffith Region,0.0702275
2712,109031185.0,Tocumwal - Finley - Jerilderie,0.9999133
2713,109031183.0,Deniliquin Region,0.1093877
2713,109031185.0,Tocumwal - Finley - Jerilderie,0.8906123
2714,109031183.0,Deniliquin Region,0.0385379
2714,109031185.0,Tocumwal - Finley - Jerilderie,0.9610806
2714,216021413.0,Numurkah,0.0003815
2715,109021179.0,Wentworth-Balranald Region,0.9998619
2715,215031405.0,Swan Hill Region,0.0001381
2716,109031183.0,Deniliquin Region,0.0036952
2716,109031185.0,Tocumwal - Finley - Jerilderie,0.9963021
2717,109021178.0,Wentworth - Buronga,1.0
2720,113021261.0,Tumut,0.7983896
2720,113021262.0,Tumut Region,0.2016104
2721,103021066.0,Grenfell,0.6213223
2721,103021069.0,West Wyalong,0.3786777
2722,113021262.0,Tumut Region,0.0502693
2722,113031263.0,Cootamundra,0.035787
2722,113031264.0,Gundagai,0.9139436
2725,113031263.0,Cootamundra,1.0
2726,101011004.0,Yass Region,1.0
2727,113031264.0,Gundagai,1.0
2729,113021262.0,Tumut Region,0.8350056
2729,113031264.0,Gundagai,0.1643833
2729,113031265.0,Junee,0.0006111
2730,113021260.0,Tumbarumba,0.0007664
2730,113021262.0,Tumut Region,0.9992336
2731,109031183.0,Deniliquin Region,0.0986074
2731,109031184.0,Moama,0.9013926
2732,109031183.0,Deniliquin Region,0.997461
2732,215031401.0,Gannawarra,0.002539
2733,109031183.0,Deniliquin Region,1.0
2734,109021179.0,Wentworth-Balranald Region,0.4381927
2734,109031183.0,Deniliquin Region,0.5618071
2735,109031183.0,Deniliquin Region,0.9092328
2735,215031405.0,Swan Hill Region,0.0907672
2736,109021179.0,Wentworth-Balranald Region,1.0
2737,109021179.0,Wentworth-Balranald Region,1.0
2738,109021178.0,Wentworth - Buronga,0.9248725
2738,109021179.0,Wentworth-Balranald Region,0.0750465
2739,109021178.0,Wentworth - Buronga,0.9985107
2739,109021179.0,Wentworth-Balranald Region,0.0014893
2745,124031460.0,Glenmore Park - Regentville,0.800403
2745,124031463.0,Mulgoa - Luddenham - Orchard Hills,0.1749387
2745,124031465.0,Warragamba - Silverdale,0.0110305
2745,127011505.0,Badgerys Creek - Greendale,0.0134863
2745,127011506.0,Cobbitty - Leppington,0.0001415
2747,116021312.0,Riverstone - Marsden Park,0.0115766
2747,124031457.0,Cambridge Park,0.4400287
2747,124031458.0,Castlereagh - Cranebrook,0.0467314
2747,124031461.0,Jamisontown - South Penrith,0.000775
2747,124031462.0,Kingswood - Werrington,0.4977878
2747,124031464.0,Penrith,0.0030884
2748,124031462.0,Kingswood - Werrington,0.0006872
2748,124031463.0,Mulgoa - Luddenham - Orchard Hills,0.9839638
2748,124051470.0,St Clair,0.0153489
2749,124031458.0,Castlereagh - Cranebrook,0.9987407
2749,124031464.0,Penrith,0.0012593
2750,124031457.0,Cambridge Park,0.0002356
2750,124031459.0,Emu Plains - Leonay,0.3270393
2750,124031461.0,Jamisontown - South Penrith,0.3973329
2750,124031464.0,Penrith,0.2753921
2752,124031465.0,Warragamba - Silverdale,0.9999997
2753,115031300.0,Kurrajong Heights - Ebenezer,0.1923273
2753,124041466.0,Richmond - Clarendon,0.5010701
2753,124041468.0,Yarramundi - Londonderry,0.3066024
2754,115031300.0,Kurrajong Heights - Ebenezer,0.1300132
2754,124041466.0,Richmond - Clarendon,0.8699868
2755,124041466.0,Richmond - Clarendon,1.0
2756,115021297.0,Dural - Kenthurst - Wisemans Ferry,0.0545919
2756,115031299.0,Bilpin - Colo - St Albans,0.0314348
2756,115031300.0,Kurrajong Heights - Ebenezer,0.2791024
2756,115041301.0,Pitt Town - McGraths Hill,0.1537949
2756,124041466.0,Richmond - Clarendon,0.0051074
2756,124041467.0,Windsor - Bligh Park,0.4757122
2756,124041468.0,Yarramundi - Londonderry,0.0002564
2757,115031300.0,Kurrajong Heights - Ebenezer,1.0
2758,115031299.0,Bilpin - Colo - St Albans,0.1043257
2758,115031300.0,Kurrajong Heights - Ebenezer,0.892496
2758,124011451.0,Blue Mountains - North,0.0031783
2759,124051469.0,Erskine Park,0.2517638
2759,124051470.0,St Clair,0.7482347
2760,116031316.0,Lethbridge Park - Tregear,0.0545439
2760,124051471.0,St Marys - Colyton,0.9454561
2761,116021312.0,Riverstone - Marsden Park,0.0058895
2761,116031313.0,Bidwill - Hebersham - Emerton,0.0045896
2761,116031314.0,Glendenning Dean Park,0.2902209
2761,116031315.0,Hassall Grove - Plumpton,0.6993
2762,116021311.0,Quakers Hill - Acacia Gardens,0.2633165
2762,116021312.0,Riverstone - Marsden Park,0.7366835
2763,116011303.0,Blacktown (East) - Kings Park,0.000195
2763,116011304.0,Blacktown (North) - Marayong,0.1674379
2763,116021310.0,Parklea - Kellyville Ridge,0.0022988
2763,116021311.0,Quakers Hill - Acacia Gardens,0.8300082
2765,115041301.0,Pitt Town - McGraths Hill,0.2755709
2765,115041302.0,Rouse Hill - Beaumont Hills,0.1095514
2765,116021312.0,Riverstone - Marsden Park,0.498256
2765,124041468.0,Yarramundi - Londonderry,0.1166217
2766,116031317.0,Mount Druitt - Whalan,0.0039729
2766,116031318.0,Prospect Reservoir,0.0004954
2766,116031319.0,Rooty Hill - Minchinbury,0.9955317
2767,116011304.0,Blacktown (North) - Marayong,0.0018447
2767,116011305.0,Blacktown (South),0.0031672
2767,116011306.0,Doonside - Woodcroft,0.994988
2768,116021309.0,Glenwood,0.5749383
2768,116021310.0,Parklea - Kellyville Ridge,0.4212063
2768,116021311.0,Quakers Hill - Acacia Gardens,0.0038553
2769,116021310.0,Parklea - Kellyville Ridge,1.0
2770,116031313.0,Bidwill - Hebersham - Emerton,0.3071242
2770,116031316.0,Lethbridge Park - Tregear,0.2422391
2770,116031317.0,Mount Druitt - Whalan,0.3601808
2770,116031319.0,Rooty Hill - Minchinbury,0.090456
2773,124011450.0,Blaxland - Warrimoo - Lapstone,1.0
2774,124011450.0,Blaxland - Warrimoo - Lapstone,1.0
2775,102011030.0,Calga - Kulnura,0.311762
2775,115021297.0,Dural - Kenthurst - Wisemans Ferry,0.2225885
2775,115021298.0,Galston - Laughtondale,0.0605937
2775,115031299.0,Bilpin - Colo - St Albans,0.4050558
2776,124011453.0,Lawson - Hazelbrook - Linden,0.0030124
2776,124011454.0,Springwood - Winmalee,0.9969876
2777,124011454.0,Springwood - Winmalee,1.0
2778,124011453.0,Lawson - Hazelbrook - Linden,1.0
2779,124011453.0,Lawson - Hazelbrook - Linden,1.0
2780,124011452.0,Katoomba - Leura,0.9999999
2782,124011455.0,Wentworth Falls,1.0
2783,124011453.0,Lawson - Hazelbrook - Linden,1.0
2784,124011453.0,Lawson - Hazelbrook - Linden,1.0
2785,103031071.0,Lithgow Region,0.0002311
2785,124011449.0,Blackheath - Megalong Valley,0.9997689
2786,103031071.0,Lithgow Region,0.0881592
2786,115031299.0,Bilpin - Colo - St Albans,0.1391521
2786,124011449.0,Blackheath - Megalong Valley,0.7726869
2787,101011002.0,Goulburn Region,0.000469
2787,103011060.0,Bathurst Region,0.0034014
2787,103011061.0,Oberon,0.9609382
2787,103031071.0,Lithgow Region,0.0232059
2787,124011452.0,Katoomba - Leura,0.0014739
2787,124011453.0,Lawson - Hazelbrook - Linden,0.0088489
2787,124021456.0,Blue Mountains - South,0.0016523
2790,103011061.0,Oberon,0.0016208
2790,103031070.0,Lithgow,0.8101295
2790,103031071.0,Lithgow Region,0.1881057
2790,124011449.0,Blackheath - Megalong Valley,0.0001433
2791,103041076.0,Blayney,1.0
2792,103021064.0,Cowra Region,0.1024393
2792,103041076.0,Blayney,0.8975607
2793,103021064.0,Cowra Region,0.9999998
2794,101011006.0,Young Region,0.0055272
2794,103021063.0,Cowra,0.880834
2794,103021064.0,Cowra Region,0.1075217
2794,103021066.0,Grenfell,0.0061171
2795,103011058.0,Bathurst,0.576849
2795,103011059.0,Bathurst - East,0.2383516
2795,103011060.0,Bathurst Region,0.1607711
2795,103011061.0,Oberon,0.0079565
2795,103031071.0,Lithgow Region,0.0060503
2795,103031073.0,Mudgee Region - East,0.0021775
2795,103031074.0,Mudgee Region - West,0.0003404
2795,103041076.0,Blayney,0.0072778
2795,103041079.0,Orange Region,0.0002259
2797,103041076.0,Blayney,1.0
2798,103041076.0,Blayney,0.6792838
2798,103041079.0,Orange Region,0.3207162
